id,conversation_id,customer_message,context,intent,expected_escalation,historical_resolution
AMZ-135,15279,@AmazonHelp 408-9273159-6369903.replacement ordered from 24th Oct.no1 contact me.Really worst courier service from Amazon,"CUSTOMER: @AmazonHelp 408-9273159-6369903.replacement ordered from 24th Oct.no1 contact me.Really worst courier service from Amazon | BRAND: @119353 That's strange. Let us help you out here. Please drop your details here: https://t.co/TjZa6SQ9Hz (1/2) ^VM | BRAND: @119353 so that we can get in touch with you. (2/2) ^VM | BRAND: @119353 Please don’t provide your order details, we consider them as personal information. Our Twitter page is visible to public. ^VM",RETURN_OR_REPLACEMENT_REQUEST,ESCALATE,"Brand linked a help/contact page, requested order/account details. First reply: ""@119353 That's strange. Let us help you out here. Please drop your details here: https://t.co/TjZa6SQ9Hz (1/2) ^VM"""
AMZ-136,15288,@118919 @119356 अगर आप नोकिया 6 mobile को समय पर नही पहुंचा पाते हैं customer को तो क्यों आप नोकिया का फ़ोन बेचते है,"CUSTOMER: @118919 @119356 अगर आप नोकिया 6 mobile को समय पर नही पहुंचा पाते हैं customer को तो क्यों आप नोकिया का फ़ोन बेचते है | BRAND: @119355 : https://t.co/r8OjOjMdND and we'll look into this for you. (2/2) ^VM | BRAND: @119355 We understand you are yet to receive your order. Let us investigate this further. Please reach us via (1/2) ^VM | CUSTOMER: @118919 @119356 https://t.co/nei7OW1h0M | BRAND: @119355 Have you reached out to our support team as suggested earlier? ^RW | CUSTOMER: @118919 @119356 Delivery date 1Nov hai Aur Abhi tak Delivery nahi kiya hai ||Gati courier|| Godda, jharkhand my amazon id __email__",OTHER_NON_ACTIONABLE,AUTO_HANDLE,"Brand apologised, linked a help/contact page, requested order/account details, said it would escalate internally. First reply: ""@119355 : https://t.co/r8OjOjMdND and we'll look into this for you. (2/2) ^VM"""
AMZ-137,15304,"@115850 @115821 @AmazonHelp I waited 15 days,sent 10 email,was assured tht case escalted,todays response WE CANNOT HELP,customer service?","CUSTOMER: @115850 @115821 @AmazonHelp I waited 15 days,sent 10 email,was assured tht case escalted,todays response WE CANNOT HELP,customer service? | BRAND: @119358 We'd like to investigate this, please share your details here: https://t.co/cQVomR1pWz with detailed info. ^HA | CUSTOMER: @AmazonHelp I have inked in detail at the given URL...hope to see some useful action | BRAND: @119358 Thanks for the heads up! We'll check this and get back with an update soon. ^YP | CUSTOMER: @AmazonHelp @115851 @115850 @115821 so the social media escalation team is equally useless as the customer service team...hats off to incompetence | BRAND: @119358 That's quite a comment. Could you let us know if you have received an email from our team here https://t.co/8DAc10S7ww? ^VM",GENERAL_SERVICE_COMPLAINT,AUTO_HANDLE,"Brand apologised, linked a help/contact page, requested order/account details, said it would escalate internally. First reply: ""@119358 We'd like to investigate this, please share your details here: https://t.co/cQVomR1pWz with detailed info. ^HA"""
AMZ-138,15447,@115830 thank you for delaying my package again and again. Not like I wanted it or anything,CUSTOMER: @115830 thank you for delaying my package again and again. Not like I wanted it or anything | BRAND: @119403 I'm sorry for the delay! Have we provided an updated delivery estimate for your order? Please check here: https://t.co/mm84Ic925f ^MB | CUSTOMER: @AmazonHelp You have and it’s been pushed (again) to Friday or possibly Saturday or god forbid Monday. Was told it would be diverted by 8pm tonight. | BRAND: @119403 Please let us know if doesn't arrive by Friday! We'd like to help! ^ZW | CUSTOMER: @AmazonHelp I will just a bit frustrating that’s all considering it was on amazon prime | CUSTOMER: @AmazonHelp Hey so my package has not arrived yet. Can I get this sorted please,DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,"Brand apologised, linked a help/contact page, requested order/account details, offered a phone/callback option. First reply: ""@119403 I'm sorry for the delay! Have we provided an updated delivery estimate for your order? Please check here: https://t.co/mm84Ic925f ^MB"""
AMZ-139,15668,#SuperValueDayQuiz Where is the result of super value day quiz conducted on Oct 1 and 2 ? @AmazonHelp,"CUSTOMER: #SuperValueDayQuiz Where is the result of super value day quiz conducted on Oct 1 and 2 ? @AmazonHelp | BRAND: @119446 The results will be announced soon. Kindly stay tuned for updates. ^AK | CUSTOMER: @AmazonHelp Not yet announced? | CUSTOMER: @AmazonHelp Where is the result? @AmazonHelp | BRAND: @119446 No update on this yet, Anju. Kindly stay tuned. ^MP | CUSTOMER: @AmazonHelp ok",OTHER_NON_ACTIONABLE,AUTO_HANDLE,"Brand replied without a clear resolution action. First reply: ""@119446 The results will be announced soon. Kindly stay tuned for updates. ^AK"""
AMZ-140,15672,"Fool me twice! Another kindle release day, another missed ""guaranteed release day delivery"" #AMAZONFAIL","CUSTOMER: Fool me twice! Another kindle release day, another missed ""guaranteed release day delivery"" #AMAZONFAIL | BRAND: @119447 I'm sorry your Kindle hasn't arrived! Can you tell us the current tracking status? https://t.co/Y5jpI9gRhE ^EZ | CUSTOMER: @AmazonHelp ""Refused shipment - on the way back."" | BRAND: @119447 Oh my! Just to clarify, can you tell us who the carrier of this order is? ^AL | CUSTOMER: @AmazonHelp It was Amazon Logistics. But the device never made it to them and ""guaranteed Oct 31"" slipped to ""expected Nov 1-2"". | BRAND: @119447 We'd like to look further into this. Please click the link and fill out the secure form:https://t.co/pM8TpjfEq6 ^EM",DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,"Brand apologised, linked a help/contact page. First reply: ""@119447 I'm sorry your Kindle hasn't arrived! Can you tell us the current tracking status? https://t.co/Y5jpI9gRhE ^EZ"""
AMZ-141,15678,"Dear #Amazon @115821 @115850 #GlobalStore. 50 days, No delivery, No response. https://t.co/R1KcEpWHvq","CUSTOMER: Dear #Amazon @115821 @115850 #GlobalStore. 50 days, No delivery, No response. https://t.co/R1KcEpWHvq | BRAND: @119448 Sorry to know the shipment hasn't been delivered yet. Please reply to the email received from us and we shall 1/2 ^SH | BRAND: @119448 get back to you on this. 2/2 ^SH",DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,"Brand apologised. First reply: ""@119448 Sorry to know the shipment hasn't been delivered yet. Please reply to the email received from us and we shall 1/2 ^SH"""
AMZ-142,15692,"Haven't received my refund, it's been more than a week @115850","CUSTOMER: Haven't received my refund, it's been more than a week @115850 | BRAND: @119451 Sorry for the delay. Have you received the refund reference number? ^NS | CUSTOMER: @AmazonHelp Order no - 403-7559101-5645129 Return reference - 710398288491 Article name - puma shoes | BRAND: @119451 number. Also, please don't provide order details, we consider it to be personal info. Our page is visible to the public.(2/2)^SF | BRAND: @119451 This being a social platform we can not access your account info. Please confirm if you've received the refund reference(1/2)^SF | CUSTOMER: @AmazonHelp Yes i have received reference number",DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,"Brand apologised, linked a help/contact page, requested order/account details, pointed to refund/replacement options, said it would escalate internally. First reply: ""@119451 Sorry for the delay. Have you received the refund reference number? ^NS"""
AMZ-143,15700,Hey @115850 @AmazonHelp I need an update on my refund! Can you help?,CUSTOMER: Hey @115850 @AmazonHelp I need an update on my refund! Can you help? | BRAND: @119452 You may track your refunds using the link: https://t.co/LjYILTJREp. Please keep us posted. ^GS | CUSTOMER: @AmazonHelp Hi. This is where I'm stuck. When will you initiate the pick up? https://t.co/bVTocnrC1k | BRAND: @119452 Sorry for the delay in pickup. Kindly contact us here: https://t.co/rS49hgaADF and we'll get the pick up done. ^SY | CUSTOMER: @AmazonHelp How many times will the pick-up be rescheduled? https://t.co/oQuGBF84QS | BRAND: @119452 Apologies for the trouble with the pick up of the order. I'd like to take a closer look at this. ^AK (1/3),REFUND_STATUS_OR_AMOUNT,ESCALATE,"Brand apologised, linked a help/contact page, requested order/account details. First reply: ""@119452 You may track your refunds using the link: https://t.co/LjYILTJREp. Please keep us posted. ^GS"""
AMZ-144,15707,@AmazonHelp have a query regarding cash back during 14-17 October sale. Email/DM ?,CUSTOMER: @AmazonHelp have a query regarding cash back during 14-17 October sale. Email/DM ? | BRAND: @119454 We'd like to help you with the cash back. Kindly get in touch with our support team here: https://t.co/rS49hgaADF ^AK | CUSTOMER: @AmazonHelp ok. Thanks.,UNEXPECTED_CHARGE_OR_BILLING_ERROR,ESCALATE,"Brand linked a help/contact page, said it would escalate internally. First reply: ""@119454 We'd like to help you with the cash back. Kindly get in touch with our support team here: https://t.co/rS49hgaADF ^AK"""
AMZ-145,16098,@AmazonHelp Where do I send it to?,"BRAND: @119531 We recommend removing this photo as it contains personal info. Will you share a link to this item so we can look into this? ^SY | CUSTOMER: @AmazonHelp Where do I send it to? | BRAND: @119531 The link to the item can be tweeted to us here, or reviewed here: https://t.co/hApLpMlfHN ^QJ",OTHER_NON_ACTIONABLE,AUTO_HANDLE,"Brand linked a help/contact page. First reply: ""@119531 We recommend removing this photo as it contains personal info. Will you share a link to this item so we can look into this? ^SY"""
AMZ-146,16105,"@115850 Yerwada, Pune delivery folks r habituated/instructed to mark package delivered, wen customer not reachable n product nt delivered","CUSTOMER: @115850 Yerwada, Pune delivery folks r habituated/instructed to mark package delivered, wen customer not reachable n product nt delivered | CUSTOMER: @115850 Order#406-0952229-5801128 not yet delivered, ws supposed to be delivered on Friday, prime 1 day delivery promise. Marked delivered on Monday | BRAND: @119533 I'm sorry to know about the conflicting tracking update. Have you reported this to our team here: https://t.co/vlvfJrlYEH ? ^GK | CUSTOMER: @115850 Earlier this month it happened for Order# 406-8378174-9300362. Complained, escalated. No lessons learnt, no actions taken. | BRAND: @119533 I'd like to look into the issue and set things right. Please provide your details here: https://t.co/qXx9jEknlQ and 1/2 ^SH | BRAND: @119533 get back to you. Please don’t provide your details as we consider them to be personal information. Our page is public. 2/2 ^SH",DELIVERY_NOT_RECEIVED_BUT_MARKED_DELIVERED,ESCALATE,"Brand apologised, linked a help/contact page, requested order/account details, said it would escalate internally. First reply: ""@119533 I'm sorry to know about the conflicting tracking update. Have you reported this to our team here: https://t.co/vlvfJrlYEH ? ^GK"""
AMZ-147,16110,My package still doesn’t have a tracking number @115821 I ordered last week...and no updated email just says not shipped ...,CUSTOMER: My package still doesn’t have a tracking number @115821 I ordered last week...and no updated email just says not shipped ... | BRAND: @119534 I'm sorry for any inconvenience! Can you tell us when your order is due to arrive? ^EZ | CUSTOMER: @AmazonHelp My order is due to arrive on Friday | BRAND: @119534 Orders can ship at any time; once the order has been processed it will be assigned a tracking number. ^LR | CUSTOMER: @AmazonHelp Ahhh okay makes sense :) thank you! I hope my package comes Friday 🙌 | BRAND: @119534 Please keep us posted as we want to make sure your order arrives! ^AG,DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,"Brand apologised. First reply: ""@119534 I'm sorry for any inconvenience! Can you tell us when your order is due to arrive? ^EZ"""
AMZ-148,16117,@115850 No speedy respnse frm the seller side..I asked 2 return my money but they are not ready 2 clr my issue i need my query to b solved,"CUSTOMER: @115850 No speedy respnse frm the seller side..I asked 2 return my money but they are not ready 2 clr my issue i need my query to b solved | BRAND: @119535 Sorry to know the seller hasn't responded to your query. Generally, the seller's respond with in 2 business days if this 1/n ^SH | BRAND: @119535 time frame has passed and you haven't received any update or if you aren't satisfied with seller's reply then you may file 2/n ^SH | BRAND: @119535 the A-z guarantee claim. You can know more about A-z guarantee claim here: https://t.co/cly38I8avX 3/3 ^SH | CUSTOMER: @AmazonHelp Ur customer care didnt provide me a correct answer | BRAND: @119535 I'm sorry about the experience. Kindly share your details here: https://t.co/beaaDm0muc and we'll check. ^GK",RETURN_OR_REPLACEMENT_REQUEST,ESCALATE,"Brand apologised, linked a help/contact page, requested order/account details. First reply: ""@119535 Sorry to know the seller hasn't responded to your query. Generally, the seller's respond with in 2 business days if this 1/n ^SH"""
AMZ-149,16125,Never buy large appliances from @115850 as they DO NOT provide installation service. #CustomerInconvenience #ApniDukan? #Fail,"CUSTOMER: Never buy large appliances from @115850 as they DO NOT provide installation service. #CustomerInconvenience #ApniDukan? #Fail | BRAND: @119536 Seems like you've had an unpleasant experience. Could you elaborate so that we could assist you accordingly? ^ST | CUSTOMER: @AmazonHelp Bought a washing machine from Amazon and had a nightmare getting it installed. Neither you guys or the brand was helpful. | BRAND: @119536 I'm sorry for the unpleasant experience, I'd like to look into this closely. Kindly drop in your details 1/2 ^AH | BRAND: @119536 here: https://t.co/beaaDm0muc and I’ll contact you soon. 2/2 ^AH | CUSTOMER: @AmazonHelp It’s okay. I’ve got it done. Don’t need ur assistance anymore. #ServiceFailure",GENERAL_SERVICE_COMPLAINT,ESCALATE,"Brand apologised, linked a help/contact page, requested order/account details. First reply: ""@119536 Seems like you've had an unpleasant experience. Could you elaborate so that we could assist you accordingly? ^ST"""
AMZ-150,16424,"My @116090 package we supposed to be delivered yesterday, but I wasn't home so the courier left a notice to re-deliver the next day","CUSTOMER: My @116090 package we supposed to be delivered yesterday, but I wasn't home so the courier left a notice to re-deliver the next day | CUSTOMER: @116090 It's now 9:38pm the next day and still nothing. No calls, no emails, not a single thing 🙃🙃🙃 | BRAND: @119617 I'm sorry you still haven't received the order. Was there any update on the tracking here: https://t.co/PyACxvY8Qo ^LA | CUSTOMER: @AmazonHelp It says it's at the warehouse now, but I got a notice stating they would attempt another delivery | CUSTOMER: @AmazonHelp And there was no indication that they had re-attempted delivery | BRAND: @119617 Who is the courier shown on the tracking info? Have you contacted the courier? ^LJ",DELIVERY_NOT_RECEIVED_BUT_MARKED_DELIVERED,ESCALATE,"Brand apologised, linked a help/contact page. First reply: ""@119617 I'm sorry you still haven't received the order. Was there any update on the tracking here: https://t.co/PyACxvY8Qo ^LA"""
AMZ-151,16433,"@119356 @AmazonHelp horrible service, lousy customer care, non existent courier phone numbers. So much for becoming a Prime customer!","CUSTOMER: @119356 @AmazonHelp horrible service, lousy customer care, non existent courier phone numbers. So much for becoming a Prime customer! | BRAND: @119620 Sorry to know about the delivery issue. Did we happen to miss estimate as mentioned here: https://t.co/ykWpCt0ely ?^KA | CUSTOMER: @AmazonHelp Yes you have missed the deadline which was set at the time of purchase. After missing that deadline you have given me a new deadline now | CUSTOMER: @AmazonHelp Is this some kind of a h | CUSTOMER: @AmazonHelp Is this some kind of a joke where you keep giving new deadlines everyday?? Why promise guaranteed delivery if you can’t deliver?? | BRAND: @119620 I'm sorry to hear that. Let us investigate this further. Please drop your details here: https://t.co/XjZU0Q7U2F (1/2) ^VM",DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,"Brand apologised, linked a help/contact page, requested order/account details. First reply: ""@119620 Sorry to know about the delivery issue. Did we happen to miss estimate as mentioned here: https://t.co/ykWpCt0ely ?^KA"""
AMZ-152,16442,@115821 is 0/3 on orders being delivered this week. All three Prime orders that were due to be delivered haven’t arrived.,"CUSTOMER: @115821 is 0/3 on orders being delivered this week. All three Prime orders that were due to be delivered haven’t arrived. | BRAND: @119621 I apologize that we missed the mark. What is the most recent tracking update? You can find that here: https://t.co/Y5jpI9gRhE? ^BA | CUSTOMER: @AmazonHelp One of the items was supposed to be delivered yesterday but UPS is apparently yet to receive anything but a shipping label… | CUSTOMER: @AmazonHelp Another was due today, and up until 8pm said it would be. Now it says maybe later this week. How can it not even know which day? | CUSTOMER: @AmazonHelp What’s the point in me paying for prime shipping when things are just going to show up days after their estimates? No confidence. | BRAND: @119621 Unforeseen circumstances can cause delays and we appreciate your patience while we are working to get your packages delivered. ^TN",DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,"Brand linked a help/contact page. First reply: ""@119621 I apologize that we missed the mark. What is the most recent tracking update? You can find that here: https://t.co/Y5jpI9gRhE? ^BA"""
AMZ-153,16448,@AmazonHelp こんにちは。先日Amazonギフト券チャージのやり方を教えていただいた者です。チャージが終了しアカウントに登録されたのですが、買い物でお支払い方法のコード入力とはどこに書かれてあるのですか？「次に進む」が表示されず買い物できません。どうすれば良いですか？,CUSTOMER: @AmazonHelp こんにちは。先日Amazonギフト券チャージのやり方を教えていただいた者です。チャージが終了しアカウントに登録されたのですが、買い物でお支払い方法のコード入力とはどこに書かれてあるのですか？「次に進む」が表示されず買い物できません。どうすれば良いですか？ | BRAND: @119622 こんにちは、お問い合わせありがとうございます。ギフト券をチャージ済みの場合、コード入力は不要です。次に進めないとのことであれば、金額が不足している可能性がございます。出品者発送ですと別途送料が発生したり、お急ぎ便の代金が加算されているということはございませんか。ET | CUSTOMER: @AmazonHelp お返事ありがとうございます。 確認してみたところ、金額が不足していたみたいでした。無事に注文ができました！ 丁寧な説明ありがとうございます。助かりました。 | BRAND: @119622 リプライありがとうございます。問題が解決したとのことで安心いたしました。これからもhttps://t.co/st4oU5QbhPをどうぞよろしくお願いいたします。TN,UNEXPECTED_CHARGE_OR_BILLING_ERROR,ESCALATE,"Brand linked a help/contact page. First reply: ""@119622 こんにちは、お問い合わせありがとうございます。ギフト券をチャージ済みの場合、コード入力は不要です。次に進めないとのことであれば、金額が不足している可能性がございます。出品者発送ですと別途送料が発生したり、お急ぎ便の代金が加算されているということはございませんか。ET"""
AMZ-154,16467,"@117795 Now that I’m streaming to your Prime Do U have audio assisted movies, TV, etc. as I am visually impaired. ?","CUSTOMER: @117795 Now that I’m streaming to your Prime Do U have audio assisted movies, TV, etc. as I am visually impaired. ? | BRAND: @119627 That's a great question! You can learn more on how to turn on Audio Descriptions here: https://t.co/qiN8mb0MXN ^SE | CUSTOMER: @AmazonHelp The link didnt go to app instead asked me to buy movies :-) I am looking for those on Amazon prime. Search function said did not exist | BRAND: @119627 I'm sorry the link didn't work. You can view the list of Audio Descriptions by clicking here: https://t.co/M37Heh3Uak ^AY",PRIME_MEMBERSHIP_OR_SUBSCRIPTION,AUTO_HANDLE,"Brand apologised, linked a help/contact page. First reply: ""@119627 That's a great question! You can learn more on how to turn on Audio Descriptions here: https://t.co/qiN8mb0MXN ^SE"""
AMZ-155,16470,@115850 do u think human cloning is real? I am sitting @ home and you tell me I rcvd a package and signed 4 it too. I didn't. Only explntn,CUSTOMER: @115850 do u think human cloning is real? I am sitting @ home and you tell me I rcvd a package and signed 4 it too. I didn't. Only explntn | BRAND: @119628 That's strange. I'm sorry for the experience. Let us check this out for you. Please reach us via: (1/2) ^VM | BRAND: @119628 https://t.co/r8OjOjMdND and we'll look into this for you. (2/2) ^VM,DELIVERY_NOT_RECEIVED_BUT_MARKED_DELIVERED,ESCALATE,"Brand apologised, linked a help/contact page. First reply: ""@119628 That's strange. I'm sorry for the experience. Let us check this out for you. Please reach us via: (1/2) ^VM"""
AMZ-156,16474,"@115821 hi, can you guys give me the country code of amazon usa. amazon gave me headaches..","CUSTOMER: @115821 hi, can you guys give me the country code of amazon usa. amazon gave me headaches.. | BRAND: @119449 I'm sorry for the trouble! You can dial +1-206-266-2992 to reach us internationally. ^BT | CUSTOMER: @AmazonHelp i didnt do anything wrong.. then why doing some wierd things like that? why???",DEVICE_OR_DIGITAL_SERVICE_ISSUE,AUTO_HANDLE,"Brand apologised. First reply: ""@119449 I'm sorry for the trouble! You can dial +1-206-266-2992 to reach us internationally. ^BT"""
AMZ-157,16477,"@AmazonHelp installed the alexa app,but it doesn't take my India address alexa weather gives me report of Seattle instead of Pune.","CUSTOMER: @AmazonHelp installed the alexa app,but it doesn't take my India address alexa weather gives me report of Seattle instead of Pune. | BRAND: @119629 Request you to change the country settings. Please click here:https://t.co/crghASQyRX. Login with your amazon 1/2 ^SH | BRAND: @119629 credentials. Click on Settings and set country to India. 2/2 ^SH | CUSTOMER: @AmazonHelp @AmazonHelp The link you sent me this page opens and in its settings I can't find where to change country to India. https://t.co/IXCPlZlzHs | BRAND: @119629 Please connect with our support team here: https://t.co/2t6DQoUmNZ for further assistance on it. ^RW",DEVICE_OR_DIGITAL_SERVICE_ISSUE,AUTO_HANDLE,"Brand linked a help/contact page, said it would escalate internally, gave troubleshooting guidance. First reply: ""@119629 Request you to change the country settings. Please click here:https://t.co/crghASQyRX. Login with your amazon 1/2 ^SH"""
AMZ-158,16758,@AmazonHelp fuck you guys. Canceling Prime. Not gonna do business with you guys ever again.,"CUSTOMER: @AmazonHelp fuck you guys. Canceling Prime. Not gonna do business with you guys ever again. | BRAND: @119697 This isn't how we want you to feel. We'd like to help, if possible. Please let us know more about what's going. ^BH | CUSTOMER: @AmazonHelp No one knows what to do to get my refund back to me! https://t.co/q71Ycboikm | CUSTOMER: @AmazonHelp You know it's some fucked up shit when you gotta conference call @116827 and @AmazonHelp | BRAND: @119697 I'm sorry for the trouble. Generally, the bank can issue a refund to the new active card on file. Please keep us updated. ^LR | CUSTOMER: @AmazonHelp No card on file after 30 days. Refund send back to merchant. That's you.",PRIME_MEMBERSHIP_OR_SUBSCRIPTION,ESCALATE,"Brand apologised, pointed to refund/replacement options. First reply: ""@119697 This isn't how we want you to feel. We'd like to help, if possible. Please let us know more about what's going. ^BH"""
AMZ-159,16764,"Honestly, @117795 it's like a pyramid scheme. Pay extra to be mistreated. Issue not resolved even after 45 min calls. #disconected https://t.co/xffbrvQ2fl","CUSTOMER: Honestly, @117795 it's like a pyramid scheme. Pay extra to be mistreated. Issue not resolved even after 45 min calls. #disconected https://t.co/xffbrvQ2fl | BRAND: @119698 I'm sorry for the poor experience! Will you tell us more about the issue and what info or options we were able to provide? ^BN | CUSTOMER: @AmazonHelp Was promised supervisor would call today after a series of bad deliveries where groceries were thrown over fence or not delivered at all. | CUSTOMER: @AmazonHelp Did I get a call? No. Being a Prime member means paying someone to treat you like shit. Twice! | BRAND: @119698 We can't access your account via Twitter. Without providing personal info, will you please tell us what's going on? ^TN | CUSTOMER: @AmazonHelp The drivers who decide that they don't want to walk up three floors so they leave my groceries at the bottom of my stairs and bounce.",GENERAL_SERVICE_COMPLAINT,ESCALATE,"Brand apologised, linked a help/contact page, said it would escalate internally. First reply: ""@119698 I'm sorry for the poor experience! Will you tell us more about the issue and what info or options we were able to provide? ^BN"""
AMZ-160,16796,"@115850 406-5758893-2189165 faulty pc. the pc. returned but no refund recd. till now, got mail refund will be made in 5 days, bt not done. https://t.co/1jCDRlwfIZ","CUSTOMER: @115850 406-5758893-2189165 faulty pc. the pc. returned but no refund recd. till now, got mail refund will be made in 5 days, bt not done. https://t.co/1jCDRlwfIZ | BRAND: @119700 I'm sorry for the trouble. Please fill this form: https://t.co/beaaDm0muc and we’ll contact you at the earliest. ^AU | CUSTOMER: @AmazonHelp form has been filled awaiting for a solution n refund. I have already invested my energy in explaining before, kindly treat it urgent. | BRAND: @119700 Apologies for the bad experience. Thanks for sharing your details. We'll get in touch with you. Appreciate your patience. ^AK | CUSTOMER: @AmazonHelp All m getting is apologies but no refund.. everything is online, unable to understand the delay!! | BRAND: @119700 You must have received a correspondence to your registered email address, request you to check the same. ^SH",ITEM_DAMAGED_WRONG_OR_COUNTERFEIT,ESCALATE,"Brand apologised, linked a help/contact page, requested order/account details, pointed to refund/replacement options, said it would escalate internally. First reply: ""@119700 I'm sorry for the trouble. Please fill this form: https://t.co/beaaDm0muc and we’ll contact you at the earliest. ^AU"""
AMZ-161,16824,@115821 @115850 @AmazonHelp req a replace for one of my purchase it was scheduled for today between 10 to 1 its 3 no one has come #help,"CUSTOMER: @115821 @115850 @AmazonHelp req a replace for one of my purchase it was scheduled for today between 10 to 1 its 3 no one has come #help | BRAND: @119701 Apologies for the delay. Have you reported this to our support team here: https://t.co/vlvfJr4nN9? ^RB | CUSTOMER: @AmazonHelp The moment I tweeted you guyz i got a call from ur agent stating that he will pickup the product tomorrow really bad service #complain | BRAND: @119701 Sorry for the delay. I'll be sure to pass on your feedback. Kindly wait until the mentioned time frame. Do keep us posted. ^AK | CUSTOMER: @AmazonHelp Most #pethetic service right look at the time i am waiting since 2 days and guess wat I am a #primemember #badservice #refund https://t.co/KKsr3XCfjz | BRAND: @119701 I'd like to take a closer look into this, please share your details here: https://t.co/GIJyeYqKE0. ^AG",RETURN_OR_REPLACEMENT_REQUEST,AUTO_HANDLE,"Brand apologised, linked a help/contact page, requested order/account details, said it would escalate internally. First reply: ""@119701 Apologies for the delay. Have you reported this to our support team here: https://t.co/vlvfJr4nN9? ^RB"""
AMZ-162,16827,@115821 sure is frustrating to pay $100 a year for Prime and not have my Prime items delivered after 5 days.,"CUSTOMER: @115821 sure is frustrating to pay $100 a year for Prime and not have my Prime items delivered after 5 days. | BRAND: @119702 Two-Day Shipping refers to transit time, in business days, once shipped. Did we miss our mark? https://t.co/0oSkv5Jwgq ^BE | CUSTOMER: @AmazonHelp Ordered last Friday, still not here. | BRAND: @119702 What was the estimated delivery date provided in the order confirmation e-mail? ^MJ | CUSTOMER: @AmazonHelp My guaranteed delivery date was Monday. | BRAND: @119702 My apologies. What is the latest update on the tracking?: https://t.co/Y5jpI9gRhE ^PK",DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,"Brand linked a help/contact page. First reply: ""@119702 Two-Day Shipping refers to transit time, in business days, once shipped. Did we miss our mark? https://t.co/0oSkv5Jwgq ^BE"""
AMZ-163,17183,"'Hey @AmazonHelp i haven't received my ""delivered"" order.' 'Did you check around your house' lmao https://t.co/w6FRcwmoFX","CUSTOMER: 'Hey @AmazonHelp i haven't received my ""delivered"" order.' 'Did you check around your house' lmao https://t.co/w6FRcwmoFX | BRAND: @119790 I'm sorry you didn't receive your order. Did our customer service agent provide a solution for you? ^SE | CUSTOMER: @AmazonHelp Yes thanks all good!",DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,"Brand apologised. First reply: ""@119790 I'm sorry you didn't receive your order. Did our customer service agent provide a solution for you? ^SE"""
AMZ-164,17216,@115821 what is the use of Prime Membership if I am not getting my parcel on time.,"CUSTOMER: @115821 what is the use of Prime Membership if I am not getting my parcel on time. | BRAND: @119791 We're sorry for the delay in the delivery of your order. Please contact us here: https://t.co/vlvfJr4nN9 and we'll help you ^ZH | CUSTOMER: @AmazonHelp Pathetic reply by your caller | BRAND: @119791 Did we happen to miss the estimated delivery date? ^AG | CUSTOMER: @AmazonHelp No use of prime membership, return my money | BRAND: @119791 Could you please confirm, if we've missed the estimated delivery date? ^AG",PRIME_MEMBERSHIP_OR_SUBSCRIPTION,AUTO_HANDLE,"Brand apologised, linked a help/contact page, requested order/account details, offered a phone/callback option, said it would escalate internally. First reply: ""@119791 We're sorry for the delay in the delivery of your order. Please contact us here: https://t.co/vlvfJr4nN9 and we'll help you ^ZH"""
AMZ-165,17231,@115850 I wish to close my account with you as I have another Amazon account operational now. Please get back to me on how to close it.,"CUSTOMER: @115850 I wish to close my account with you as I have another Amazon account operational now. Please get back to me on how to close it. | BRAND: @119793 Please write to us from here: https://t.co/TxK11znixD from the account you desire to close and our team will assist. ^HR | CUSTOMER: @AmazonHelp I am unable to drop you a mail through this link as there's no email id associated with this account, it's a mobile account. Facing trouble. | BRAND: @119793 Please log into your account using your mobile number and request a call back from us. We'll reach out to you and help. ^HK | CUSTOMER: @AmazonHelp This is very irritating. When I request a call, each time on the call it says, you don't have any order. For more info visit website. Poor! | BRAND: @119793 I apologize for this. Request you to share the details using this link: https://t.co/cQVomR1pWz and we'll look into it. ^SK",ACCOUNT_ACCESS_OR_SECURITY,ESCALATE,"Brand apologised, linked a help/contact page, requested order/account details, offered a phone/callback option, said it would escalate internally. First reply: ""@119793 Please write to us from here: https://t.co/TxK11znixD from the account you desire to close and our team will assist. ^HR"""
AMZ-166,17234,Going to take this in the consumer court...total fraud from amazon @AmazonHelp i will sue you guys for this ... https://t.co/R8hCqnIS4i,"CUSTOMER: Going to take this in the consumer court...total fraud from amazon @AmazonHelp i will sue you guys for this ... https://t.co/R8hCqnIS4i | BRAND: @119794 We're unable to verify any detail over Twitter, Anjana. Please respond to our email so we could take it from there. ^JC | CUSTOMER: @AmazonHelp I have replied to the mail also check it and provide some useful reply | BRAND: @119794 Thank you for confirming. You should hear an update from us soon. Keep an eye on your mailbox. ^MP",GENERAL_SERVICE_COMPLAINT,ESCALATE,"Brand replied without a clear resolution action. First reply: ""@119794 We're unable to verify any detail over Twitter, Anjana. Please respond to our email so we could take it from there. ^JC"""
